KLDO data file V101
[{PARAMETERS}]
[{TotalTime}]
10:30

[{PreTemp}]
210

[{CookDate}]
26-04-19 17:08:29

[{Comment}]
sim

[{EVENT}]
[{StartBeansIn}]
210@00:00

[{TemperBack}]
102@00:43

[{TurntoYellow}]
150@03:28

[{1stBoomStart}]


[{1stBoomEnd}]

[{2ndBoomStart}]

[{2ndBoomEnd}]

[{BeansColdDown}]
240@10:30

[{DATA}]
Index,Time,BT,ET,RoR,SV,HPM,HP,SM,RL,PS
510,510000,227,376,8.31,0,M,50,50,70,O
511,511000,227,376,8.23,0,M,50,50,70,O
512,512000,227,376,8.14,0,M,50,50,70,O
513,513000,227,376,8.05,0,M,50,50,70,O
514,514000,227,376,7.96,0,M,50,50,70,O
515,515000,227,376,7.87,0,M,50,50,70,O
516,516000,227,376,7.79,0,M,50,50,70,O
517,517000,227,375,7.70,0,M,50,50,70,O
518,518000,227,375,7.61,0,M,50,50,70,O
519,519000,227,375,7.53,0,M,50,50,70,O
520,520000,228,375,7.44,0,M,50,50,70,O
521,521000,228,375,7.36,0,M,50,50,70,O
522,522000,228,375,7.28,0,M,50,50,70,O
523,523000,228,375,7.20,0,M,50,50,70,O
524,524000,228,375,7.12,0,M,50,50,70,O
525,525000,228,375,7.04,0,M,50,50,70,O
526,526000,228,375,6.97,0,M,50,50,70,O
527,527000,228,374,6.89,0,M,50,50,70,O
528,528000,228,374,6.82,0,M,50,50,70,O
529,529000,228,374,6.76,0,M,50,50,70,O
530,530000,229,374,6.69,0,M,50,50,70,O
531,531000,229,374,6.63,0,M,50,50,70,O
532,532000,229,374,6.56,0,M,50,50,70,O
533,533000,229,374,6.50,0,M,50,50,70,O
534,534000,229,374,6.45,0,M,50,50,70,O
535,535000,229,374,6.39,0,M,50,50,70,O
536,536000,229,374,6.34,0,M,50,50,70,O
537,537000,229,373,6.29,0,M,50,50,70,O
538,538000,229,373,6.24,0,M,50,50,70,O
539,539000,229,373,6.19,0,M,50,50,70,O
540,540000,229,373,6.15,0,M,50,50,70,O
541,541000,229,373,6.11,0,M,50,50,70,O
542,542000,230,373,6.07,0,M,50,50,70,O
543,543000,230,373,6.03,0,M,50,50,70,O
544,544000,230,373,5.99,0,M,50,50,70,O
545,545000,230,373,5.96,0,M,50,50,70,O
546,546000,230,373,5.93,0,M,50,50,70,O
547,547000,230,372,5.90,0,M,50,50,70,O
548,548000,230,372,5.87,0,M,50,50,70,O
549,549000,230,372,5.85,0,M,50,50,70,O
550,550000,230,372,5.82,0,M,50,50,70,O
551,551000,230,372,5.80,0,M,50,50,70,O
552,552000,230,372,5.78,0,M,50,50,70,O
553,553000,231,372,5.76,0,M,50,50,70,O
554,554000,231,372,5.75,0,M,50,50,70,O
555,555000,231,372,5.74,0,M,50,50,70,O
556,556000,231,372,5.73,0,M,50,50,70,O
557,557000,231,372,5.72,0,M,50,50,70,O
558,558000,231,371,5.71,0,M,50,50,70,O
559,559000,231,371,5.71,0,M,50,50,70,O
560,560000,231,371,5.71,0,M,50,50,70,O
561,561000,231,371,5.71,0,M,50,50,70,O
562,562000,231,371,5.71,0,M,50,50,70,O
563,563000,232,371,5.72,0,M,50,50,70,O
564,564000,232,371,5.73,0,M,50,50,70,O
565,565000,232,371,5.74,0,M,50,50,70,O
566,566000,232,371,5.75,0,M,50,50,70,O
567,567000,232,371,5.77,0,M,50,50,70,O
568,568000,232,370,5.78,0,M,50,50,70,O
569,569000,232,370,5.80,0,M,50,50,70,O
570,570000,232,370,5.83,0,M,50,50,70,O
571,571000,232,370,5.85,0,M,50,50,70,O
572,572000,232,370,5.88,0,M,50,50,70,O
573,573000,233,370,5.91,0,M,50,50,70,O
574,574000,233,370,5.94,0,M,50,50,70,O
575,575000,233,370,5.98,0,M,50,50,70,O
576,576000,233,370,6.02,0,M,50,50,70,O
577,577000,233,370,6.06,0,M,50,50,70,O
578,578000,233,370,6.10,0,M,50,50,70,O
579,579000,233,369,6.15,0,M,50,50,70,O
580,580000,233,369,6.19,0,M,50,50,70,O
581,581000,233,369,6.25,0,M,50,50,70,O
582,582000,234,369,6.30,0,M,50,50,70,O
583,583000,234,369,6.35,0,M,50,50,70,O
584,584000,234,369,6.41,0,M,50,50,70,O
585,585000,234,369,6.47,0,M,50,50,70,O
586,586000,234,369,6.53,0,M,50,50,70,O
587,587000,234,369,6.60,0,M,50,50,70,O
588,588000,234,369,6.66,0,M,50,50,70,O
589,589000,234,369,6.73,0,M,50,50,70,O
590,590000,235,368,6.80,0,M,50,50,70,O
591,591000,235,368,6.87,0,M,45,50,70,O
592,592000,235,368,6.93,0,M,45,50,70,O
593,593000,235,368,6.99,0,M,45,50,70,O
594,594000,235,368,7.04,0,M,45,50,70,O
595,595000,235,368,7.09,0,M,45,55,70,O
596,596000,235,368,7.14,0,M,45,55,70,O
597,597000,236,367,7.19,0,M,45,55,70,O
598,598000,236,367,7.23,0,M,45,55,70,O
599,599000,236,367,7.27,0,M,45,55,70,O
600,600000,236,367,7.31,0,M,45,55,70,O
601,601000,236,367,7.34,0,M,45,55,70,O
602,602000,236,366,7.38,0,M,45,55,70,O
603,603000,236,366,7.41,0,M,45,55,70,O
604,604000,236,366,7.44,0,M,45,55,70,O
605,605000,237,366,7.47,0,M,45,55,70,O
606,606000,237,366,7.50,0,M,45,55,70,O
607,607000,237,366,7.53,0,M,45,55,70,O
608,608000,237,365,7.56,0,M,45,55,70,O
609,609000,237,365,7.58,0,M,45,55,70,O
610,610000,237,365,7.61,0,M,45,55,70,O
611,611000,237,365,7.63,0,M,45,55,70,O
612,612000,238,365,7.66,0,M,45,55,70,O
613,613000,238,365,7.68,0,M,45,55,70,O
614,614000,238,364,7.71,0,M,45,55,70,O
615,615000,238,364,7.73,0,M,45,55,70,O
616,616000,238,364,7.75,0,M,45,55,70,O
617,617000,238,364,7.78,0,M,45,55,70,O
618,618000,238,364,7.80,0,M,45,55,70,O
619,619000,239,364,7.82,0,M,45,55,70,O
620,620000,239,363,7.85,0,M,45,55,70,O
621,621000,239,363,7.87,0,M,45,55,70,O
622,622000,239,363,7.89,0,M,45,55,70,O
623,623000,239,363,7.91,0,M,45,55,70,O
624,624000,239,363,7.93,0,M,45,55,70,O
625,625000,239,363,7.95,0,M,45,55,70,O
626,626000,239,362,7.98,0,M,45,55,70,O
627,627000,240,362,8.00,0,M,45,55,70,O
628,628000,240,362,8.02,0,M,45,55,70,O
629,629000,240,362,8.04,0,M,45,55,70,O
630,630000,240,362,7.88,0,M,45,55,70,O
